001,2
002,2
003,2
004,2
005,2
006,2
007,2
008,2
009,2
019,3
020,3
021,3
025,1
026,1
027,1
028,1
031,2
032,2
033,2
034,2
035,2
036,2
037,2
043,1
044,1
045,1
046,0
048,1
049,3
050,3
051,3
052,3
055,2
056,2
057,2
058,2
059,2
060,2
061,2
062,2
063,2
064,2
065,2
066,2
067,2
068,2
069,2
079,1
080,1
081,1
082,1
083,1
084,1
085,1
086,1
087,1
088,1
089,1
097,5
098,5
099,5
100,5
105,1
106,1
107,1
108,1
109,1
110,1
111,1
112,1
113,1
114,1
115,1
116,1
117,1
118,1
119,1
120,1
121,1
122,1
123,1
124,1
125,1
126,1
127,1
128,1
129,1
130,1
131,1
132,1
133,1
134,1
153,4
154,4
157,0
158,4
159,4
160,4
161,1
162,1
163,1
164,1
165,1
166,1
167,3
168,3
169,0
170,3
171,3
177,1
178,1
179,2
180,2
185,4
186,4
187,4
188,4
189,4
190,4
197,3
198,3
199,3
200,3
201,3
202,3
203,3
204,3
210,5
211,5
212,5
213,0
214,0
215,5
221,4
222,4
223,4
224,4
225,4
226,4
233,3
234,3
235,3
236,3
237,3
238,3
245,5
246,0
247,0
248,5
249,5
250,5
251,5
252,5
257,4
258,4
259,4
260,4
261,4
262,0
269,3
270,3
271,3
272,3
273,3
274,3
275,3
281,5
282,5
283,5
284,5
285,5
286,5
287,5
288,5
289,5
290,5
299,4
300,4
301,4
302,0
303,4
304,4
305,3
306,3
307,3
312,0
313,0
314,0
315,0
316,0
317,0
318,0
