001,2
002,1
003,1
004,1
005,1
006,1
007,1
008,1
009,1
010,1
011,1
012,1
013,1
014,1
015,1
016,1
017,1
018,1
019,1
020,1
021,1
022,1
023,1
024,1
025,1
026,1
027,1
028,1
029,1
030,1
031,1
032,1
033,1
034,1
035,1
036,1
037,1
038,1
039,1
040,1
041,1
042,1
043,1
044,1
045,1
046,1
047,1
048,1
049,1
050,1
051,1
052,1
053,1
054,1
055,1
056,1
057,1
058,1
059,1
060,1
061,1
062,1
063,1
064,1
065,1
066,1
067,2
068,2
069,2
070,2
071,2
072,2
073,2
074,2
075,2
076,2
077,2
078,2
079,2
080,2
081,2
082,2
083,2
084,2
085,2
086,2
087,2
088,2
089,2
090,2
091,2
092,2
093,2
094,2
095,2
096,2
097,2
098,2
099,2
100,2
101,2
102,2
103,2
104,2
105,2
106,2
107,2
108,2
109,2
110,2
111,4
112,4
113,4
114,4
115,4
116,4
117,4
118,4
119,4
120,4
121,4
122,4
123,4
124,4
125,4
126,4
127,4
128,4
129,4
130,4
131,4
132,4
133,3
134,3
135,3
136,3
137,3
138,3
139,3
140,3
141,3
142,3
143,3
144,3
145,3
146,3
147,3
148,3
149,3
150,3
151,3
152,3
153,3
154,3
155,5
156,5
157,5
158,5
159,5
160,5
161,5
162,5
163,5
164,5
165,5
166,5
167,5
168,5
169,5
170,5
171,5
172,5
173,5
174,5
175,5
176,5
177,0
178,0
179,0
180,0
181,0
182,0
183,0
184,0
185,0
186,0
187,0
188,0
189,0
190,0
191,0
192,0
193,0
194,0
195,0
196,0
197,0
198,0
199,1
200,1
201,1
202,1
