001, 2
002, 2
003, 2
004, 2
005, 2
006, 2
007, 2
008, 2
009, 2
010, 2
011, 2
012, 2
013, 2
014, 2
015, 2
016, 2
017, 2
018, 2
019, 2
020, 2
021, 2
022, 2
023, 1
024, 1
025, 1
026, 1
027, 1
028, 1
029, 1
030, 1
031, 1
032, 1
033, 1
034, 1
035, 1
036, 1
037, 1
038, 1
039, 1
040, 1
041, 1
042, 1
043, 1
044, 1
045, 2
046, 2
047, 2
048, 2
049, 2
050, 2
051, 2
052, 2
053, 2
054, 2
055, 2
056, 2
057, 2
058, 2
059, 2
060, 2
061, 2
062, 2
063, 2
064, 2
065, 2
066, 2
067, 4
068, 4
069, 4
070, 4
071, 4
072, 4
073, 4
074, 4
075, 4
076, 4
077, 4
078, 4
079, 4
080, 4
081, 4
082, 4
083, 4
084, 4
085, 4
086, 4
087, 4
088, 4
089, 3
090, 3
091, 3
092, 3
093, 3
094, 3
095, 3
096, 3
097, 3
098, 3
099, 3
100, 3
101, 3
102, 3
103, 3
104, 3
105, 3
106, 3
107, 3
108, 3
109, 3
110, 3
111, 5
112, 5
113, 5
114, 5
115, 5
116, 5
117, 5
118, 5
119, 5
120, 5
121, 5
122, 5
123, 5
124, 5
125, 5
126, 5
127, 5
128, 5
129, 5
130, 5
131, 5
132, 5
133, 6
134, 6
135, 6
136, 6
137, 6
138, 6
139, 6
140, 6
141, 6
142, 6
143, 6
144, 6
145, 6
146, 6
147, 6
148, 6
149, 6
150, 6
151, 6
152, 6
153, 6
154, 6
155, 7
156, 7
157, 7
158, 7
159, 7
160, 7
161, 7
162, 7
163, 7
164, 7
165, 7
166, 7
167, 7
168, 7
169, 7
170, 7
171, 7
172, 7
173, 7
174, 7
175, 7
176, 7
177, 0
178, 0
179, 0
180, 0
181, 0
182, 0
183, 0
184, 0
185, 0
186, 0
187, 0
188, 0
189, 0
190, 0
191, 0
192, 0
193, 0
194, 0
195, 0
196, 0
197, 0
198, 0
199, 0
200, 0
201, 0
202, 0
